Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
90,Wisdom Amey,ITA,DF,Bologna,Serie A,14,2005,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
91,Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23,1996,29,20,1890,21.0,2,6,2,0,0,5,0,0.1,0.29,0.38,0.1,0.38,2.1,2.1,2.9,5.1,0.1,0.14,0.24,0.1,0.24,Matches
92,Ethan Ampadu,WAL,"DF,MF",Sheffield Utd,Premier League,19,2000,25,23,2089,23.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,1.3,0.01,0.04,0.06,0.01,0.06,Matches
93,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23,1996,31,28,2441,27.1,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.02,0.02,0.03,0.02,0.03,Matches
94,Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30,1989,23,7,800,8.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.4,0.04,0.01,0.05,0.04,0.05,Matches
95,Joachim Andersen,DEN,DF,Fulham,Premier League,24,1996,31,30,2730,30.3,1,1,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,1.1,1.1,0.5,1.6,0.04,0.02,0.05,0.04,0.05,Matches
96,Joachim Andersen,DEN,DF,Lyon,Ligue 1,24,1996,3,2,192,2.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.14,0.0,0.14,0.14,0.14,Matches
97,Djavan Anderson,NED,DF,Lazio,Serie A,25,1995,3,1,72,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
98,Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
99,Felipe Anderson,BRA,"FW,MF",West Ham,Premier League,27,1993,2,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
100,Sebastian Andersson,SWE,FW,Köln,Bundesliga,29,1991,16,14,1126,12.5,3,0,2,1,1,1,0,0.24,0.0,0.24,0.16,0.16,5.5,4.7,0.3,5.1,0.44,0.03,0.47,0.38,0.41,Matches
101,Nícolas Andrade,BRA,GK,Udinese,Serie A,32,1988,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
102,Benjamin André,FRA,MF,Lille,Ligue 1,29,1990,35,35,2885,32.1,0,1,0,0,0,10,0,0.0,0.03,0.03,0.0,0.03,1.1,1.1,1.3,2.4,0.03,0.04,0.08,0.03,0.08,Matches
103,Robert Andrich,GER,MF,Union Berlin,Bundesliga,25,1994,29,29,2526,28.1,5,2,5,0,0,5,1,0.18,0.07,0.25,0.18,0.25,2.5,2.5,2.2,4.7,0.09,0.08,0.17,0.09,0.17,Matches
104,Victorien Angban,CIV,MF,Metz,Ligue 1,23,1996,26,21,1672,18.6,0,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,0.3,0.3,0.5,0.8,0.02,0.03,0.04,0.02,0.04,Matches
105,Ángel,ESP,GK,Granada,La Liga,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
106,Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22,1998,2,1,135,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
107,José Ángel,ESP,DF,Eibar,La Liga,30,1989,14,11,901,10.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.09,0.1,0.0,0.1,Matches
108,Angeliño,ESP,"DF,FW",RB Leipzig,Bundesliga,23,1997,26,24,2161,24.0,4,4,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,3.8,3.8,5.0,8.8,0.16,0.21,0.37,0.16,0.37,Matches
109,Davide Angelo Ghislandi,ITA,DF,Atalanta,Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
110,Philip Ankhrah,GHA,MF,Hellas Verona,Serie A,17,2002,1,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
111,Cristian Ansaldi,ARG,DF,Torino,Serie A,33,1986,31,20,1947,21.6,1,6,0,1,1,1,0,0.05,0.28,0.32,0.0,0.28,1.7,0.9,5.0,5.9,0.08,0.23,0.31,0.04,0.27,Matches
112,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,24,1996,31,30,2711,30.1,0,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,1.2,1.2,0.4,1.6,0.04,0.01,0.05,0.04,0.05,Matches
113,José Antonio Miranda,EQG,"MF,DF",Getafe,La Liga,22,1998,4,0,26,0.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.69,0.0,0.69,0.69,0.69,Matches
114,Michail Antonio,ENG,FW,West Ham,Premier League,30,1990,26,24,1974,21.9,10,5,10,0,0,3,0,0.46,0.23,0.68,0.46,0.68,11.4,11.4,2.3,13.7,0.52,0.11,0.62,0.52,0.62,Matches
115,Valentin Antov,BUL,DF,Bologna,Serie A,19,2000,5,2,232,2.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches
116,Houssem Aouar,FRA,"MF,FW",Lyon,Ligue 1,22,1998,30,23,1781,19.8,7,3,5,2,2,3,1,0.35,0.15,0.51,0.25,0.4,10.3,8.8,4.0,12.8,0.52,0.2,0.72,0.44,0.65,Matches
117,Adil Aouchiche,FRA,"MF,FW",Saint-Étienne,Ligue 1,18,2002,34,21,1731,19.2,2,5,2,0,0,2,0,0.1,0.26,0.36,0.1,0.36,3.3,3.3,5.1,8.4,0.17,0.27,0.44,0.17,0.44,Matches
118,Dennis Appiah,FRA,DF,Nantes,Ligue 1,28,1992,22,16,1556,17.3,0,2,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,0.2,0.2,1.0,1.2,0.01,0.06,0.07,0.01,0.07,Matches
119,Aritz Arambarri,ESP,DF,Real Sociedad,La Liga,22,1998,1,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.5,0.0,0.5,0.5,0.5,Matches
120,Mauro Arambarri,URU,MF,Getafe,La Liga,24,1995,34,33,2983,33.1,3,0,3,0,0,11,0,0.09,0.0,0.09,0.09,0.09,2.2,2.2,2.1,4.3,0.07,0.06,0.13,0.07,0.13,Matches
121,Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,31,1989,21,20,1669,18.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,1.4,0.04,0.04,0.08,0.04,0.08,Matches
122,Luiz Araújo,BRA,MF,Lille,Ligue 1,24,1996,28,17,1496,16.6,4,2,4,0,0,5,0,0.24,0.12,0.36,0.24,0.36,3.7,3.7,2.6,6.3,0.22,0.16,0.38,0.22,0.38,Matches
123,Néstor Araujo,MEX,DF,Celta Vigo,La Liga,28,1991,33,26,2426,27.0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.01,0.02,0.04,0.01,0.04,Matches
124,Ronald Araújo,URU,DF,Barcelona,La Liga,21,1999,24,16,1510,16.8,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,1.6,1.6,0.1,1.7,0.09,0.01,0.1,0.09,0.1,Matches
125,Anaitz Arbilla,ESP,DF,Eibar,La Liga,33,1987,34,30,2807,31.2,0,1,0,0,0,8,0,0.0,0.03,0.03,0.0,0.03,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07,Matches
126,Alphonse Areola,FRA,GK,Fulham,Premier League,27,1993,36,36,3240,36.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
127,Santiago Arias,COL,DF,Leverkusen,Bundesliga,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
128,Karim Aribi,ALG,FW,Nîmes,Ligue 1,26,1994,13,2,294,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,0.31,0.07,0.38,0.31,0.38,Matches
129,Unai Arietaleanizbeaskoa,ESP,"FW,MF",Eibar,La Liga,21,1999,4,0,47,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
130,Nicolò Armini,ITA,DF,Lazio,Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
131,Stuart Armstrong,SCO,MF,Southampton,Premier League,28,1992,33,32,2764,30.7,4,5,4,0,0,3,0,0.13,0.16,0.29,0.13,0.29,3.0,3.0,2.7,5.7,0.1,0.09,0.18,0.1,0.18,Matches
132,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26,1994,30,30,2585,28.7,3,6,3,0,0,7,1,0.1,0.21,0.31,0.1,0.31,2.0,2.0,4.8,6.8,0.07,0.17,0.24,0.07,0.24,Matches
133,Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.34,0.01,0.35,0.34,0.35,Matches
134,Sergio Arribas,ESP,"FW,DF",Real Madrid,La Liga,18,2001,8,0,135,1.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.03,0.05,0.02,0.05,Matches
135,Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,25,1994,7,6,585,6.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
136,Tolgay Arslan,GER,MF,Udinese,Serie A,29,1990,30,25,1818,20.2,3,0,3,0,0,9,0,0.15,0.0,0.15,0.15,0.15,1.0,1.0,0.3,1.3,0.05,0.02,0.07,0.05,0.07,Matches
137,Kwadwo Asamoah,GHA,"DF,MF",Cagliari,Serie A,31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Matches
138,Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,13,8,762,8.5,1,0,1,0,0,2,0,0.12,0.0,0.12,0.12,0.12,0.6,0.6,0.2,0.8,0.07,0.03,0.09,0.07,0.09,Matches
139,Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36,36,3240,36.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
140,Marco Asensio,ESP,"FW,MF",Real Madrid,La Liga,24,1996,35,21,1869,20.8,5,2,5,0,0,1,0,0.24,0.1,0.34,0.24,0.34,4.9,4.9,3.0,7.9,0.23,0.15,0.38,0.23,0.38,Matches
141,Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,6,0,95,1.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
142,Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,33,33,2864,31.8,14,13,9,5,5,9,0,0.44,0.41,0.85,0.28,0.69,12.5,8.7,8.3,17.0,0.39,0.26,0.65,0.27,0.54,Matches
143,Roger Assalé,CIV,"FW,MF",Dijon,Ligue 1,26,1993,17,11,828,9.2,1,1,1,0,0,0,1,0.11,0.11,0.22,0.11,0.22,0.8,0.8,0.6,1.5,0.09,0.07,0.16,0.09,0.16,Matches
144,Miguel Atienza,ESP,MF,Eibar,La Liga,21,1999,12,9,838,9.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04,Matches
145,Youcef Attal,ALG,"DF,MF",Nice,Ligue 1,24,1996,18,13,956,10.6,1,0,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,0.6,0.6,0.5,1.1,0.06,0.05,0.11,0.06,0.11,Matches
146,Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,31,1989,29,26,2332,25.9,10,3,8,2,2,2,0,0.39,0.12,0.5,0.31,0.42,10.6,9.1,2.8,11.9,0.41,0.11,0.52,0.35,0.46,Matches
147,Emil Audero,ITA,GK,Sampdoria,Serie A,23,1997,37,37,3330,37.0,0,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01,Matches
148,Tommaso Augello,ITA,DF,Sampdoria,Serie A,25,1994,37,37,3216,35.7,1,3,1,0,0,2,1,0.03,0.08,0.11,0.03,0.11,0.3,0.3,3.1,3.4,0.01,0.09,0.1,0.01,0.1,Matches
149,Jean-Kévin Augustin,FRA,FW,Nantes,Ligue 1,23,1997,3,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
150,Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,26,1994,23,21,1957,21.7,0,4,0,0,0,4,0,0.0,0.18,0.18,0.0,0.18,0.9,0.9,2.8,3.7,0.04,0.13,0.17,0.04,0.17,Matches
151,Serge Aurier,CIV,DF,Tottenham,Premier League,27,1992,19,19,1605,17.8,2,3,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,1.4,1.4,1.9,3.2,0.08,0.11,0.18,0.08,0.18,Matches
152,Charlie Austin,ENG,FW,West Brom,Premier League,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.13,0.0,0.13,0.13,0.13,Matches
153,Ezequiel Ávila,ARG,"MF,FW",Osasuna,La Liga,26,1994,8,2,202,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.31,0.0,0.31,0.31,0.31,Matches
154,Taiwo Awoniyi,NGA,FW,Union Berlin,Bundesliga,22,1997,21,16,1359,15.1,5,2,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,6.9,6.9,1.5,8.4,0.46,0.1,0.56,0.46,0.56,Matches
155,Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,6,6,500,5.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.08,0.08,0.0,0.08,Matches
156,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,28,1991,33,23,2096,23.3,1,3,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,2.4,2.4,0.7,3.0,0.1,0.03,0.13,0.1,0.13,Matches
157,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,25,1994,19,7,796,8.8,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.05,0.0,0.06,0.05,0.06,Matches
158,Luke Ayling,ENG,DF,Leeds United,Premier League,28,1991,38,38,3399,37.8,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,2.6,4.0,0.04,0.07,0.1,0.04,0.1,Matches
159,Ramon Azeez,NGA,"MF,DF",Granada,La Liga,27,1992,2,1,101,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.15,0.0,0.15,0.15,0.15,Matches
160,César Azpilicueta,ESP,DF,Chelsea,Premier League,30,1989,26,24,2188,24.3,1,2,1,0,0,5,1,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.6,3.4,0.03,0.11,0.14,0.03,0.14,Matches
161,Ludovic Baal,GUF,DF,Brest,Ligue 1,34,1986,7,3,296,3.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.17,0.17,0.0,0.17,Matches
162,Carlos Bacca,COL,FW,Villarreal,La Liga,33,1986,23,9,786,8.7,5,0,5,0,0,1,0,0.57,0.0,0.57,0.57,0.57,3.5,3.5,0.9,4.4,0.4,0.11,0.5,0.4,0.5,Matches
163,Loïc Bade,FRA,DF,Lens,Ligue 1,20,2000,31,29,2610,29.0,0,0,0,0,0,11,1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03,Matches
164,Milan Badelj,CRO,MF,Genoa,Serie A,31,1989,30,29,2408,26.8,1,4,1,0,0,7,0,0.04,0.15,0.19,0.04,0.19,0.5,0.5,2.8,3.3,0.02,0.1,0.12,0.02,0.12,Matches
165,Édgar Badía,ESP,GK,Elche,La Liga,28,1992,30,30,2700,30.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
166,Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,6,2,137,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.05,0.05,0.09,0.05,0.09,Matches
167,Miguel Baeza,ESP,"MF,FW",Celta Vigo,La Liga,20,2000,22,4,543,6.0,1,0,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,1.5,1.5,0.6,2.2,0.26,0.1,0.36,0.26,0.36,Matches
168,Stéphane Bahoken,CMR,FW,Angers,Ligue 1,28,1992,30,18,1616,18.0,6,2,6,0,1,4,0,0.33,0.11,0.45,0.33,0.45,7.4,6.6,1.4,8.0,0.41,0.08,0.49,0.37,0.45,Matches
169,Leon Bailey,JAM,"FW,MF",Leverkusen,Bundesliga,22,1997,30,25,2141,23.8,9,8,9,0,0,6,0,0.38,0.34,0.71,0.38,0.71,6.9,6.9,6.1,13.0,0.29,0.26,0.55,0.29,0.55,Matches
170,Eric Bailly,CIV,DF,Manchester Utd,Premier League,26,1994,12,10,916,10.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01,Matches
171,Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,18,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
172,Tiemoué Bakayoko,FRA,MF,Napoli,Serie A,25,1994,32,23,1964,21.8,2,1,2,0,0,6,1,0.09,0.05,0.14,0.09,0.14,1.1,1.1,0.8,1.9,0.05,0.04,0.09,0.05,0.09,Matches
173,Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,20,2000,26,18,1694,18.8,0,2,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,0.2,0.2,1.9,2.1,0.01,0.1,0.11,0.01,0.11,Matches
174,Ridle Baku,GER,"FW,DF",Wolfsburg,Bundesliga,22,1998,32,31,2678,29.8,6,7,6,0,0,1,0,0.2,0.24,0.44,0.2,0.44,3.3,3.3,4.5,7.8,0.11,0.15,0.26,0.11,0.26,Matches
175,Ridle Baku,GER,DF,Mainz 05,Bundesliga,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
176,Dilane Bakwa,FRA,"FW,MF",Bordeaux,Ligue 1,17,2002,7,0,56,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.16,0.06,0.22,0.16,0.22,Matches
177,Fabián Balbuena,PAR,DF,West Ham,Premier League,28,1991,14,13,1198,13.3,1,0,1,0,0,1,1,0.08,0.0,0.08,0.08,0.08,0.6,0.6,0.0,0.6,0.05,0.0,0.05,0.05,0.05,Matches
178,Keita Baldé,SEN,FW,Sampdoria,Serie A,25,1995,25,12,1197,13.3,7,1,7,0,0,4,1,0.53,0.08,0.6,0.53,0.6,5.8,5.8,1.7,7.6,0.44,0.13,0.57,0.44,0.57,Matches
179,George Baldock,ENG,DF,Sheffield Utd,Premier League,27,1993,32,32,2787,31.0,0,2,0,0,0,7,0,0.0,0.06,0.06,0.0,0.06,1.1,1.1,1.7,2.8,0.04,0.05,0.09,0.04,0.09,Matches
180,Gareth Bale,WAL,FW,Tottenham,Premier League,31,1989,20,10,920,10.2,11,2,11,0,0,1,0,1.08,0.2,1.27,1.08,1.27,5.3,5.3,1.9,7.2,0.52,0.19,0.71,0.52,0.71,Matches
181,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,32,1988,23,17,1689,18.8,0,1,0,0,0,0,0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.6,0.7,0.0,0.03,0.04,0.0,0.04,Matches
182,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,21,1999,21,19,1634,18.2,2,0,2,0,0,6,1,0.11,0.0,0.11,0.11,0.11,1.8,1.8,0.0,1.9,0.1,0.0,0.1,0.1,0.1,Matches
183,Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,23,1997,24,6,662,7.4,0,3,0,0,0,2,0,0.0,0.41,0.41,0.0,0.41,0.2,0.2,0.7,0.8,0.03,0.09,0.12,0.03,0.12,Matches
184,Botond Balogh,HUN,DF,Parma,Serie A,18,2002,3,1,165,1.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
185,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,16,16,1347,15.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,0.0,0.09,0.1,0.0,0.1,Matches
186,Jonathan Bamba,FRA,MF,Lille,Ligue 1,24,1996,38,34,2985,33.2,6,9,6,0,0,2,0,0.18,0.27,0.45,0.18,0.45,4.4,4.4,5.1,9.5,0.13,0.15,0.29,0.13,0.29,Matches
187,Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,15,12,1046,11.6,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.01,0.0,0.01,Matches
188,Patrick Bamford,ENG,FW,Leeds United,Premier League,26,1993,38,37,3050,33.9,17,7,15,2,2,3,0,0.5,0.21,0.71,0.44,0.65,17.3,15.7,4.1,19.8,0.51,0.12,0.63,0.46,0.59,Matches
189,Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,11,10,921,10.2,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07,Matches
190,Mattia Bani,ITA,DF,Parma,Serie A,26,1993,15,14,1145,12.7,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,0.04,0.02,0.06,0.04,0.06,Matches
191,Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,34,12,1372,15.2,5,2,4,1,1,6,1,0.33,0.13,0.46,0.26,0.39,5.9,5.1,1.2,6.3,0.39,0.08,0.47,0.34,0.42,Matches
192,Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,34,32,2765,30.7,7,3,7,0,0,5,1,0.23,0.1,0.33,0.23,0.33,5.8,5.8,2.8,8.6,0.19,0.09,0.28,0.19,0.28,Matches
193,Federico Barba,ITA,DF,Benevento,Serie A,26,1993,32,31,2659,29.5,0,2,0,0,0,8,0,0.0,0.07,0.07,0.0,0.07,1.0,1.0,1.7,2.7,0.03,0.06,0.09,0.03,0.09,Matches
194,Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,4,3,250,2.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.09,0.01,0.1,0.09,0.1,Matches
195,Barcia,ESP,DF,Granada,La Liga,19,2000,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
196,Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,14,4,432,4.8,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches
197,Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,26,19,1682,18.7,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,2.9,2.9,1.1,4.0,0.15,0.06,0.21,0.15,0.21,Matches
198,Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,4,3,274,3.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.0,0.04,0.04,0.04,Matches
199,Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,36,32,2896,32.2,3,7,3,0,0,5,0,0.09,0.22,0.31,0.09,0.31,2.6,2.6,5.4,8.1,0.08,0.17,0.25,0.08,0.25,Matches
200,Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
201,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,33,17,1433,15.9,2,3,2,0,0,2,0,0.13,0.19,0.31,0.13,0.31,1.8,1.8,1.9,3.7,0.12,0.12,0.23,0.12,0.23,Matches
202,Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,24,18,1531,17.0,3,1,3,0,0,0,0,0.18,0.06,0.24,0.18,0.24,3.2,3.2,3.6,6.8,0.19,0.21,0.4,0.19,0.4,Matches
203,Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,2,0,42,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.06,0.16,0.22,0.06,0.22,Matches
204,Aymen Barkok,MAR,"FW,MF",Eint Frankfurt,Bundesliga,22,1998,26,9,977,10.9,2,3,2,0,0,5,0,0.18,0.28,0.46,0.18,0.46,1.6,1.6,3.0,4.6,0.15,0.27,0.42,0.15,0.42,Matches
